title,year,avg_vote,votes
Päätalo,2008,6.3,219
Al-raqissa wa-l-siyasi,1990,6,166
Risto Räppääjä,2008,5.3,284
Tengri,2008,6.3,128
Tiski,2007,6.4,353
Fast Track: No Limits,2008,5,2229
Journal of a Contract Killer,2008,4.9,503
Cave Women on Mars,2008,5.5,109
The Legend of Hercules,2014,4.2,50936
Tales of the Riverbank,2008,4.9,207
Tout est parfait,2008,7.1,929
Falling Awake,2009,5.9,157
A Beautiful Life,2008,4.5,323
Dead Wood,2007,3.4,510
El mal ajeno,2010,6.3,1621
Call Girl,2007,6.2,2164
Conspiracy,2008,4.6,3655
Appurushido: Ekusu makina,2007,7.1,9133
Eyeborgs,2009,4.9,2126
Lakshyam,2007,6.1,241
Lascars,2009,7,1309
La maison,2007,6.3,152
Newcastle,2008,6.1,1509
Nenjamundu Nermaiyundu Odu Raja,2019,6.2,214
Sof Shavua B'Tel Aviv,2008,7.2,628
XX (ekusu kurosu): makyô densetsu,2007,5.9,527
ECCO,2019,5,137
The Passage,2019,7.3,956
Baaji,2019,7.1,132
2 Hours Love,2019,7.6,722
The Haunting of Molly Hartley,2008,3.9,9079
Silver Linings Playbook,2012,7.7,630274
Happy-Go-Lucky,2008,7,36326
Wasteland,2011,2.6,230
I Love You Phillip Morris,2009,6.6,88268
Year One,2009,4.9,87601
3 Hari Untuk Selamanya,2007,7.1,279
Bong ga,2007,5.7,250
Catatan Akhir Sekolah,2005,7.3,412
"Denias, Senandung di atas awan",2006,6.9,145
Veyyil,2006,7.7,645
My Best Friend's Girl,2008,5.9,41264
You and I,2011,4.6,2108
G.I. Joe: The Rise of Cobra,2009,5.8,193043
Mirageman,2007,7.7,2091
Three Can Play That Game,2007,4.7,728
Ya ostayus,2007,7.4,773
Headless Horseman,2007,3.8,923
Hurt,2009,5.1,1432
Last Chance Harvey,2008,6.6,19772
Love Is Cinta,2007,5.4,120
Naga Bonar Jadi 2,2007,7.1,391
Miracle at St. Anna,2008,6.1,17300
Song for Marion,2012,7,6867
Endless Bummer,2009,3.7,1119
Big Game,2008,4.1,272
Camp Hell,2010,3.4,2000
Dharm,2007,8,914
Jasne blekitne okna,2007,6.3,135
Lo,2009,6.6,2423
Meet the Browns,2008,4.3,6315
Red Swastik,2007,2.9,209
Parental Guidance,2012,6,24024
Pocong 2,2006,6.5,133
Linewatch,2008,5.5,2519
Puteshestvie s domashnimi zhivotnymi,2007,7,319
Gente de mala calidad,2008,5.3,387
Resiklo,2007,3.4,161
Borderline,2008,6.6,1054
Hængbok,2007,7,532
K3 en de kattenprins,2007,4.9,101
Séraphine,2008,7.4,5575
The World Unseen,2007,6.6,3570
Howl,2010,6.7,12210
The Other End of the Line,2008,6.2,5548
Pablo,2012,6.6,147
Up,2009,8.2,869605
Dua Garis Biru,2019,8.2,385
Where We Belong,2019,7.5,367
Kasablanka,2019,6.7,205
Annabellum: The Curse of Salem,2019,2.9,902
Casi divas,2008,6.2,634
The Caller,2008,5.5,1044
Albino Farm,2009,3.8,1372
My Last Five Girlfriends,2009,5.7,1895
Kataude mashin gâru,2008,5.9,9480
My Wife and My Dead Wife,2007,4.7,114
Matrimonio alle Bahamas,2007,3.2,441
Corrupção,2007,3.5,805
The Treasure 2,2019,7.6,155
Janamaithri,2019,6.4,177
Donbass. Okraina,2019,3.2,141
Kas wa lask,2006,6,214
Mi novia está... de madre!,2007,6.6,707
Roadside Romeo,2008,5.2,1185
The Battle: Roar to Victory,2019,5.4,148
Frankenhood,2009,4.1,435
Made for Each Other,2009,4.4,851
Poovellam Un Vaasam,2001,6.3,645
The Portal,2010,3.6,420
Shadowplay,2007,3,156
Into the Forest,2019,2.8,103
The Blue Elephant 2,2019,8.8,3819
At the Door,2018,6.1,515
(Nie)znajomi,2019,7.2,235
Goosebumps,2015,6.3,75152
L'histoire de Richard O.,2007,4.6,542
Kabadayi,2007,7.8,17891
Tsurugidake: Ten no ki,2009,6.6,172
Khandaani Shafakhana,2019,4.7,1367
Another Gay Sequel: Gays Gone Wild!,2008,4,2885
Ratko: The Dictator's Son,2009,3.7,409
Seventh Moon,2008,4.6,2729
K-12,2019,6.6,1672
9 és 1/2 randi,2008,4.3,654
Ashita e no yuigon,2007,6.8,450
Ça se soigne?,2008,4.5,155
Sagan,2008,6.3,686
Repo Men,2010,6.3,97267
The Big Year,2011,6.2,40005
Butch Jamie,2007,4.3,138
Dreams Awake,2011,3.9,348
For a Fistful of Diamonds,2009,2.2,108
The Grudge 3,2009,4.7,16114
Kissy Kissy,2007,4.3,107
"Little Fish, Strange Pond",2009,3.8,1418
Nui yan boon sik,2007,4.7,137
Rusuli samkudhedi,2007,6.9,157
Bumi Manusia,2019,6.7,347
Nuan chun,2003,6.7,150
Xiaoshan huijia,1995,6,108
De Gales hus,2008,6.4,578
Imago mortis,2009,4.8,754
Kandidaten,2008,6.2,2621
Rovdyr,2008,5.1,3835
Den siste revejakta,2008,6.3,1711
Dang kou,2008,4.6,347
Goemon,2009,6.7,5026
Zuo jia de huang yan: Bi zhong you zui,2019,5.8,105
Au nom de la terre,2019,6.8,147
Evaru,2019,8.3,1793
Desert Flower,2009,7.4,11511
Flash of Genius,2008,7,15945
The Imaginarium of Doctor Parnassus,2009,6.8,140023
House Broken,2010,4.7,1979
BirdWatchers - La terra degli uomini rossi,2008,6.8,791
As Melhores Coisas do Mundo,2010,7.2,1435
Saja,2019,6.2,794
Zombie Tidal Wave,2019,4.6,371
Hua jiao zhi wei,2019,7,118
Twivortiare,2019,5.8,100
Thanneer Mathan Dhinangal,2019,8.2,1483
Life as We Know It,2010,6.5,115226
Hua pi,2008,6.3,4206
The Dead Matter,2010,3.4,840
Shark City,2009,4.1,207
Transformers: Revenge of the Fallen,2009,6,369965
Jiivi,2019,7.9,584
Animals,2009,3.8,784
Un giorno perfetto,2008,6.5,1319
Akumu tantei 2,2008,6.1,593
Al-azraa wa al shaar al abyad,1983,5.9,107
Pescuit sportiv,2008,7.1,828
El-Raqesah wa el-Tabbal,1984,5.9,196
Able Danger,2008,5,114
"Sexykiller, morirás por ella",2008,5.7,1404
Cobardes,2008,5.7,494
Made in Italy,2008,4.7,102
Pako to mahô no ehon,2008,7,444
Sukai kurora,2008,6.8,5145
Tru Loved,2008,5.4,844
Dying God,2008,2.8,966
La extranjera,2008,4.1,143
Down for Life,2009,6.3,289
Radiopiratene,2007,4.8,111
Invictus,2009,7.3,142890
I Got Five on It Too,2009,3.8,219
Uncharted,2009,2,427
How to Be,2008,5.5,3664
Mister America,2019,6.7,391
Suay Laak Sai,2007,5.2,1661
The Invention of Lying,2009,6.3,108865
A Via Láctea,2007,5.9,241
Return to Horror Hotel,2019,4.1,379
Shader al-samak,1986,6.1,130
Bhoot Chaturdashi,2019,3.7,130
O Estado do Mundo,2007,6.2,133
Die Wilden Kerle 5,2008,3.5,534
Buddenbrooks,2008,5.8,1388
Erottamattomat,2008,5.4,200
Pretty Bird,2008,5,1003
Sankara,2007,7.1,125
El ratón Pérez 2,2008,3.7,223
Ai-naki Mori de Sakebe,2019,6.4,561
Hwang Jin-yi,2007,6.4,443
Parineeta,2019,7.6,103
The Strength of Water,2009,6.7,228
Dhunki,2019,7.2,120
Diringas,2006,6.5,233
The Adventures of Food Boy,2008,3.9,888
Eagle Eye,2008,6.6,169105
Oh Happy Day,2007,6.1,294
See Jane Run,2007,3.3,170
Transit,2012,5.8,10390
The Legend of Awesomest Maximus,2011,4.2,2743
Ahlam alfata al tayesh,2007,4.1,323
Falsa Loura,2007,6.5,312
Greta,2009,6.1,9327
Heart,2006,6.6,254
One piece: Karakuri shiro no Mecha Kyohei,2006,6.7,866
Spud,2010,6.7,2412
Soccer Mom,2008,5,1109
Shankar Mudi,2019,7.3,102
8th Wonderland,2008,6.2,451
La buena nueva,2008,6.1,243
Drona,2008,2,2269
The Horseman,2008,6.5,4582
Ichi,2008,6.6,3263
Cloverfield,2008,7,356999
Efsunlu - Kabirden Gelen,2019,3.1,132
Urban Fears,2019,4.2,161
Primos,2019,6.4,259
Chal Mera Putt,2019,7.7,440
Ne Zha zhi mo tong jiang shi,2019,7.7,2245
Rezerwat,2007,6.9,733
Severed Ways: The Norse Discovery of America,2007,4.6,479
From Within,2008,5.6,6688
Small Town Saturday Night,2010,5.3,1132
Bare Knuckles,2010,3.9,425
Poker Run,2009,3.6,329
Die Welle,2008,7.6,96805
Regarde-moi,2007,6.4,109
Strangers,2007,6.8,416
Love for Sale 2,2019,7.4,102
Dying Breed,2008,5.3,5492
Mabei shang de fating,2006,6.7,211
Red Canyon,2008,3.6,693
Eksiteu,2019,7.1,1268
De la guerre,2008,6.2,362
Cordero de Dios,2008,6.7,345
Skrapp út,2008,6.3,270
Beyaz Melek,2007,6.5,6339
Bienvenue chez les Ch'tis,2008,7.1,37204
La capture,2007,6,125
Des poupées et des anges,2008,5.3,142
GP506,2008,5.9,1589
Konji vrani,2007,5.6,105
Leur morale... et la nôtre,2008,5.5,158
Un coeur simple,2008,6.6,296
13 Hours in a Warehouse,2008,3.8,813
Boyhood,2014,7.9,320400
My Friend Ganesha,2007,4.5,116
Pigs,2007,4.6,3367
Stellina Blue,2009,6,158
Bornoporichoy: A Grammar Of Death,2019,5.1,162
Shadows in the Sun,2009,6,447
All Inclusive,2008,5.8,325
Finn on the Fly,2008,4.1,189
Lezioni di cioccolato,2007,6.2,813
To verdener,2008,7.1,2627
Natale in crociera,2007,3.8,912
Parlez-moi de la pluie,2008,6,1626
J'ai rêvé sous l'eau,2008,5,319
Ratu Ilmu Hitam,2019,7.4,187
Bebas,2019,7.6,231
Ecinni: Tilsimli Mezar,2019,2.9,145
Cin: Ask Büyüsü,2019,3,129
Exorcist Chronicles,2007,3.1,117
Dead Moon Rising,2007,3.9,493
Fear House,2008,3.2,527
Methodic,2007,4,246
Ready? OK!,2008,6.4,371
Suwîto rein: Shinigami no seido,2008,7.1,1058
Burlesque Fairytales,2009,5.8,128
A Christmas Carol,2009,6.8,93566
June Cabin,2007,1.9,257
Barot House,2019,7.2,476
The Photograph,2007,6.9,175
Hell House LLC III: Lake of Fire,2019,4.7,744
Water for Elephants,2011,6.9,106985
Nenu Lenu,2019,7.7,372
Parey Hut Love,2019,7,422
"Patrik 1,5",2008,6.9,8739
Adult World,2013,6.1,16164
The Gauntlet,2013,6,2473
Monte Carlo,2011,5.8,39300
Meitantei Conan: Seiki matsu no majutsushi,1999,7.5,1717
Sound & Fury,2019,6.6,795
Footloose,2011,5.9,44026
Vesegonskaya volchitsa,2004,7,131
Agathe Cléry,2008,4.6,708
The Burning Plain,2008,6.8,17837
Closed Note,2007,6.7,339
Entre les murs,2008,7.5,32672
Il y a longtemps que je t'aime,2008,7.6,19198
Inesquecível,2007,4.9,127
Je veux voir,2008,6,223
Le premier venu,2008,5.6,169
Ruz-e-sevom,2007,6.4,821
Telstar: The Joe Meek Story,2008,6.4,1495
La troisième partie du monde,2008,5.6,115
Affaire de famille,2008,6.2,193
Veronika Decides to Die,2009,6.4,11623
Yes Man,2008,6.8,315957
Jìyuántái qihào,2019,5.2,151
Meitantei Conan: Hitomi no naka no ansatsusha,2000,7.6,1820
Nobody,2007,4.5,429
House of Good and Evil,2013,6.6,7968
Khuda Kay Liye,2007,8.4,8845
Midnight Son,2011,5.9,1665
Quincas Berro d'Água,2010,6.3,461
Sözün Bittigi Yer,2007,7,256
El arca,2007,5.3,340
Down to the Dirt,2008,5.1,113
Marcello Marcello,2008,6.8,333
Okuribito,2008,8.1,45684
Habana Eva,2010,6.1,328
Pak Pak Pakaak,2005,7.3,358
Put,2009,4.2,277
Hayattan korkma,2008,5.9,385
Superstar,2019,5.6,390
Khayal Maata,2019,5.3,191
National Theatre Live: Fleabag,2019,8.7,259
Baan phii sing,2007,5.5,293
Good Intentions,2010,5.2,615
Nochnoy bazar,2005,4.3,354
The Secrets of Jonathan Sperry,2008,6.7,1245
Video Clip,2007,4.8,119
Behind the Wall,2008,3.6,548
The War Boys,2009,6.6,1504
Namma Veettu Pillai,2019,6.2,464
Comali,2019,7.1,1168
Bloedbroeders,2008,6.6,680
Reflections,2008,4.6,530
Elvis & Madona,2010,6.3,188
Galantuomini,2008,6.5,174
Mina olin siin,2008,7.1,1039
La Grande Classe,2019,5.3,684
Shindisi,2019,9,180
Il dolce e l'amaro,2007,6.5,397
Frozen,2007,7.1,186
Kang Chul-jung: Gonggongui jeog 1-1,2008,6.4,339
Ink,2009,6.9,20516
The Amazing Adventures of the Living Corpse,2012,3.5,222
Mao's Last Dancer,2009,7.3,7092
Gekijô-ban Naruto: Daikôfun! Mikazukijima no animaru panikku dattebayo!,2006,6.6,2831
Ghost Rider: Spirit of Vengeance,2011,4.3,105598
Horror House,2008,2.5,106
Jelly,2010,5.1,112
The Crew,2008,6,2546
The Art of Pain,2008,3.6,192
Fuel,2009,5.1,108
Not Since You,2009,5.6,1710
Bad Guys: The Movie,2019,6,161
Pretty Boys,2019,7.1,289
Winchester,2018,5.4,25988
Messages Deleted,2010,5,1944
Apna Asmaan,2007,6.2,144
El barón contra los Demonios,2006,4.6,147
The Descent: Part 2,2009,5.8,41057
Jhinder Bandi,1961,7.4,162
Kannô byôtô: nureta akai kuchibiru,2005,4.8,110
Bakrid,2019,7.5,133
The Legend of God's Gun,2007,3.5,150
Meitantei Conan: Tengoku no countdown,2001,7.6,1659
The Reverend,2011,4.1,370
Nothing But the Truth,2008,7.2,34719
Nympha,2007,3.3,290
See You in September,2010,4.6,659
Banshee!!!,2008,3.5,351
Luo Xiao Hei zhan ji,2019,7.2,208
Meet the Spartans,2008,2.8,98553
La frontière de l'aube,2008,6.6,1042
Sanguepazzo,2008,6.2,835
L'allenatore nel pallone 2,2008,3.7,617
"Amore, bugie & calcetto",2008,6.6,756
Colpo d'occhio,2008,5.1,383
Himlens hjärta,2008,6.8,625
Märzmelodie,2008,5.9,131
Supravietuitorul,2008,6.2,1090
Nada a Perder 2,2019,3.6,413
The Betrayed,2008,6,1984
Quickie Express,2007,6.8,334
Scusa ma ti chiamo amore,2008,6.2,4587
The Six Wives of Henry Lefay,2009,5.1,2815
Skyfall,2012,7.7,600350
Dark Rage,2008,3.1,121
House of Fallen,2008,2.7,145
Adoration,2008,6.3,3022
Arnolds Park,2007,4.4,100
De helaasheid der dingen,2009,7.4,8953
15 ans et demi ...,2008,5,527
Ne te retourne pas,2009,5.8,6125
Tutta la vita davanti,2008,6.9,2682
Le bonheur de Pierre,2009,5.3,251
Race to Witch Mountain,2009,5.7,52376
Xin Su shi jian,2009,7,10930
Beyond the Grave,2010,4.3,195
Restless,2008,6.1,181
Jonah Hex,2010,4.7,52831
Reykjavik Whale Watching Massacre,2009,4.9,1808
Bang bang wo ai shen,2007,6.1,949
Yuyeolui eumagaelbeom,2019,7.2,360
Marshal,2019,7.8,427
Friends 25th: The One With The Anniversary,2019,3.2,171
Metallica & San Francisco Symphony - S&M2,2019,8.8,833
La llorona,2019,7.1,145
Tekst,2019,6.8,215
Baby Blues,2008,5.1,158
Djinn,2008,3,243
Boy,2019,7.5,313
"Grande, grosso e... Verdone",2008,5.5,1210
Cenizas del cielo,2008,6.2,152
Za majikku awâ,2008,7.3,999
Musallat,2007,6.1,3752
Hyakuman-en to nigamushi onna,2008,7.2,898
Seuls Two,2008,5.4,2029
Black Ribbon,2007,3,167
Futro,2007,5.7,117
Johnny Gaddaar,2007,7.8,10617
Mikro eglima,2008,6,686
Ossi's Eleven,2008,5.2,381
Planet Terror,2007,7.1,192203
Ajami,2009,7.3,5741
Cheon-nyeon-yeo-woo-yeo-woo-bi,2007,6.8,808
Finn's Girl,2007,5,243
Incorregibles,2007,4.5,363
Dark Shadows,2012,6.2,234853
Boy A,2007,7.6,35991
Dert Bende,2019,4.4,110
Johnny Got His Gun,2008,6.8,264
Krews,2010,5.9,212
My Sister's Keeper,2009,7.4,86117
Elimination,2010,3.3,513
Solo quiero caminar,2008,5.8,1523
Deep in the Valley,2009,4.4,3127
Night at the Museum: Battle of the Smithsonian,2009,6,164831
The Only Good Indian,2009,6.4,307
Sick Girl,2007,4.5,979
Spirit Camp,2009,4.7,568
Couples Retreat,2009,5.5,97269
The Girl from the Naked Eye,2012,4.8,1951
Midnight Chronicles,2009,3.7,938
Miss B's Hair Salon,2008,2.1,123
Die Stille vor Bach,2007,6.7,464
Happiness Runs,2010,4.9,584
Hastey Hastey Follow Your Heart,2008,2,130
Jack and the Beanstalk,2009,4.7,1565
10 Years Later,2010,6.3,106
Death in Love,2008,4.8,968
Faintheart,2008,6.3,843
Ice Age: Dawn of the Dinosaurs,2009,6.9,209356
Jerry Cotton,2010,5.3,851
Byeonshin,2019,5.3,111
Fanxiao,2019,7.6,747
Cape Karma,2007,4.4,129
"Martín Fierro, La Película",2007,7.1,112
Hvid nat,2007,6.5,507
Itsuka no kimi e,2007,5.9,193
Karamazovi,2008,7.6,1085
Oira sukeban,2006,5.2,422
Um Amor de Perdição,2008,5.6,231
Voy a explotar,2008,6.6,687
Mala wielka milosc,2008,5.5,409
Officer Arjun Singh IPS,2019,9,115
P Se Pyaar F Se Faraar,2019,7.9,821
Aha!,2007,7.3,243
Aquele Querido Mês de Agosto,2008,7,1414
Baarìa,2009,6.9,6526
Bodyguard: A New Beginning,2008,4.4,298
Le banquet,2008,6.7,182
Dirty Mind,2009,6.7,721
Espacio interior,2012,6.8,205
Italians,2009,5.7,1019
Joueuse,2009,6.9,2513
Ang lalake sa parola,2007,5.5,107
"Musée haut, musée bas",2008,5.3,424
Perfect Hideout,2008,3.9,1140
Pusher,2010,6.2,593
SoulMaid,2007,3.1,112
Deadly Impact,2010,5.3,2377
Stag Night,2008,4.8,2966
Fighting,2009,5.6,31034
The Belko Experiment,2016,6.1,39833
Dead End,2007,6.3,528
Management,2008,5.8,16565
Quarantine,2008,6,66445
"Two Fists, One Heart",2008,5.9,239
Vnuk Gagarina,2007,6.2,167
The Wackness,2008,7,29303
Buddha Mar Gaya,2007,2.5,332
Dummy,2008,6.9,239
Eddie the Eagle,2015,7.4,78211
Fired Up!,2009,6.1,40965
Mardi Gras: Spring Break,2011,5.1,5503
Orgies and the Meaning of Life,2008,2.8,264
The Rainbow Tribe,2008,6.1,567
Gumnaami,2019,7.8,342
Áo lua Hà Dông,2006,7.4,436
Pa berahne dar behesht,2007,7,201
Journey Bombay to Goa: Laughter Unlimited,2007,4.5,309
Herbert,2006,7.5,185
Kuro-obi,2007,7,1380
Swopnodanay,2007,7,131
Egon & Dönci,2007,6.9,671
Jump Out Boys,2008,2.5,559
Pánik,2008,6.2,350
Necessary Evil,2008,3.2,411
Rachel Getting Married,2008,6.7,45598
Falling Up,2009,5.6,2357
Wanted,2009,6.6,17328
An Angel Named Billy,2007,4,348
Chicago Overcoat,2009,6,818
Estrellita,2007,6.3,129
Kratki stiki,2006,6.9,169
Postales de Leningrado,2007,6.7,258
The Prince,2014,4.6,16391
Rock Haven,2007,5.4,1495
The Square,2008,6.7,5243
Weather Girl,2009,5.8,2955
The Hole,2009,5.7,21625
Heya fawda,2007,7.1,1448
Darling,2007,3.8,544
El rey de la montaña,2007,6.2,3117
Baglilik Asli,2019,4.4,132
Los,2008,6,417
Uncertainty,2008,5.8,6275
Ai no yokan,2007,6,228
Hito ga hito o ai suru koto no dôshiyô mo nasa,2007,5.6,118
L'ora di punta,2007,5.6,193
Rose of Death,2007,3.1,249
Disco,2019,5.4,147
He yue qing ren,2007,4.8,182
Fan,2019,9.6,1010
Blended,2014,6.5,109315
Unstable Fables: 3 Pigs & a Baby,2008,5.2,651
Impact Point,2008,4.2,1232
Safe,2019,9.5,1017
Born Into Mafia,2007,1.5,211
Beyond Remedy,2009,2.7,242
Footprints,2009,4.8,106
Le grand départ,2008,5.7,190
Het echte leven,2008,6.7,360
Indi,2007,5.8,148
Kummeli Alivuokralainen,2008,4.4,1297
Megan Is Missing,2011,4.7,7830
Safehouse,2008,2.8,143
Shark in Venice,2008,2.5,1735
Single Black Female,2009,2.9,104
Fraternity House,2008,2.4,587
Once Fallen,2010,4.8,1167
Tandoori Love,2008,5.2,181
Trucker,2008,6.7,3035
Aruitemo aruitemo,2008,8,11520
Ranczo Wilkowyje,2007,5.8,347
"Aide-toi, le ciel t'aidera",2008,6.6,107
Kod apokalipsisa,2007,4.4,1194
"Morgen, ihr Luschen! Der Ausbilder-Schmidt-Film",2008,3.8,389
Disco ormene,2008,4.7,814
Eden Log,2007,5.3,6293
Fist of the Vampire,2007,2.6,302
Les grandes personnes,2008,5.8,566
The Great Indian Butterfly,2007,6.2,177
Gutterballs,2008,4.6,2961
Hello,2008,3.3,1768
"Jungledyret Hugo: Fræk, flabet og fri",2007,4.6,204
Kærestesorger,2009,6.5,813
Il mattino ha l'oro in bocca,2008,6.1,288
The Timekeeper,2009,6.3,171
Titanics ti liv,2007,5.2,160
Frygtelig lykkelig,2008,6.9,5012
Happy Together,2008,4.9,110
Les dents de la nuit,2008,5.3,538
Rancho aparte,2007,6.5,107
Das Flüstern des Mondes,2006,5.1,200
Ying han,2008,6.1,418
Hayya: The Power of Love 2,2019,5,142
A Sun,2019,8.1,132
Meeku Maathrame Chepta,2019,6.5,111
Half a Person,2007,3.8,198
Rama Chakkani Seetha,2019,7.5,312
Sixer,2019,5.8,153
Kamisama no pazuru,2008,5.9,346
The Brighton Miracle,2019,9.5,617
Encarnación,2007,6.1,248
Ojisan tengoku,2006,4.9,101
Chasing the Green,2009,4.7,103
Foul Gesture,2006,6.2,122
Japan Japan,2007,3.6,183
Valsa para Bruno Stein,2007,6,117
"Kala krymmena mystika, Athanasia",2008,6.3,163
City Rats,2009,5,1179
Coyote,2007,6.7,131
Dhokha,2007,6.3,406
No Man's Land: The Rise of Reeker,2008,4.8,3082
Opposite Day,2009,4.1,761
Running on Empty Dreams,2009,4.5,702
Milh Hadha al-Bahr,2008,6.9,987
Consent,2010,5.8,458
Chaiya,2007,6.2,673
Bob Funk,2009,5.1,796
Lone Survivor,2013,7.5,251534
Sakigake!! Otokojuku,2008,5.6,219
Teenage Dirtbag,2009,7,2822
The Wait,2016,6.5,341
Beyond the Dunwich Horror,2008,4.9,125
Emma Smith: My Story,2008,6.7,301
Chandni Chowk to China,2009,4,7273
Kirket,2019,10,587
Cheut ai kup gei,2007,6.4,713
Alter und Schönheit,2009,5.2,125
Mitte Ende August,2009,6.5,302
Adventureland,2009,6.8,148104
Aqvariom,2005,3.5,284
The Longshots,2008,5.3,3652
Faryad-e zir-e ab,1977,6.4,170
Sam o Nargess,2000,4,397
Nepobedimyy,2008,6.1,711
Cliente,2008,6,1005
Eszter hagyatéka,2008,6.7,162
To fili tis... Zois,2007,5.2,986
Golmaal Returns,2008,5.1,6433
Goth,2008,6.1,518
Kutsal Damacana,2007,5,7474
Meu Nome Não é Johnny,2008,7.2,5964
TBS,2008,7.1,3129
Nos 18 ans,2008,6.2,650
A nyomozó,2008,7.5,2302
O kadin,2007,5.5,624
Paul,2011,7,224373
Proti fora nonos,2007,5.3,590
Psyhraimia,2007,4.4,493
Sookmyeong,2008,5,218
Time of the Comet,2008,7,270
Esto huele mal,2007,5.6,121
Passchendaele,2008,6.4,7717
Tejút,2007,6.8,348
The Princess of Nebraska,2007,5,295
Järnets änglar,2007,4.4,191
"The Goods: Live Hard, Sell Hard",2009,5.8,19712
Shanghai,2010,6.4,8832
Killer Sofa,2019,3.6,233
Comme les autres,2008,6.5,1225
BuzzKill,2012,4.5,184
The Darkest Hour,2011,4.9,55695
Hush,2008,6,6346
Jab We Met,2007,7.9,43559
Leaving Barstow,2008,6.1,386
Non pensarci,2007,6.8,1065
"Continental, un film sans fusil",2007,6.8,613
Louis,2010,6.9,167
The Rig,2010,3.2,1851
Confessions of a Shopaholic,2009,5.9,71754
Bride Flight,2008,7,2443
Mohakemeh,2007,3.8,127
Nessuna qualità agli eroi,2007,5.1,236
Otryv,2007,6.1,102
Sous les bombes,2007,7,1351
Sztuczki,2007,7.1,1905
Zui yao yuan de ju li,2007,6.6,573
Blood on the Highway,2008,5.3,423
The Disappeared,2008,5.9,1720
For Sale by Owner,2009,3.9,546
Chanakya,2019,5.4,201
Buda as sharm foru rikht,2007,7.3,1929
Contre toute espérance,2007,7,183
Geomen tangyi sonyeo oi,2007,7,198
Kagadanan sa banwaan ning mga engkanto,2007,7.4,153
Hamill,2010,7,1627
Jusqu'à toi,2009,6.1,1310
Explicit Ills,2008,5.7,665
New in Town,2009,5.6,20565
The Bad Lieutenant: Port of Call - New Orleans,2009,6.6,71709
Deep End,2008,2.5,457
Far til fire - på hjemmebane,2008,4.5,180
Follow the Prophet,2009,6.8,701
Moskovskiy zhigolo,2008,5.9,122
The Inheritance,2007,5.6,147
Ramchand Pakistani,2008,7.6,1179
Rejsen til Saturn,2008,5.7,2495
Skin,2008,6.8,947
Un poco de chocolate,2008,6.5,175
Goodbye Solo,2008,7.3,5409
Banlieusards,2019,6.4,629
Reach for Me,2008,6.5,236
Red Velvet,2008,4.9,382
The Pagan Queen,2009,5.7,1978
The Falling,2006,2.7,111
Next Day Air,2009,5.8,9948
Paragraf 78 - Film vtoroy,2007,4.8,852
Red Hook,2009,3.1,486
Shadowland,2008,3.6,410
The Weekend,2007,3.2,605
Dans la vie,2007,6.7,178
Tirador,2007,6.7,207
Raju Gari Gadhi 3,2019,8.8,376
Fifty Dead Men Walking,2008,6.9,10497
Corto Maltese - La ballade de la mer salée,2002,7.1,265
M,2006,6.1,135
Tenten,2007,7.4,2146
Do Elephants Pray?,2010,5.4,146
Dragonball Evolution,2009,2.5,67100
Holocaust Holocaust,2008,3.2,123
Long Weekend,2008,5.1,5407
Shapludu,2019,7.7,187
Dil Dosti Etc,2007,7,2623
